tourist_destination,review_post
BenCab Museum,"Bencab Museum is situated 20-25mins away from the city.  Travelers can commute to the museum through Cab or Jeep. Bringing a private car is also a breeze via Daang Asin Road. Exact location is easily searchable in Waze or other GPS applications.Entrance fee is charged at Php 120 per head. This museum encapsulates the rich culture and artistry of the province. Every floor is a culmination of true Filipino talent with different exhibits that broadens the learning experience. Collections include BenCab's amazing works, Orlina's intrinsic Cordillera, ancient artifacts, and contemporary artworks.The museum is a great addition of must-see destinations in Baguio. A breather from the hustle and bustle of city. There is a nature eco-trail that implies an additional entrance of Php 100 each with a minimum of 15-minute walk to reach the end point. This trail is accessible through the bridge that leads to the miniforest that shelters ancient tribal huts.Order food and refreshments at Cafe Sabel. Sip brewed benguet coffee while glancing through the scenic mountain view."
BenCab Museum,There are a lot of art to see. A nice museum for tourists to visit. There is a Cafe after you've seen all the exhibits.
BenCab Museum,Great place to visit when you’re in Baguio. A lovely showcase of art from talented artists and beautiful scenery. A lovely garden awaits you at the end of the museum.
BenCab Museum,"I love it, we saw ben cab there and took a picture. He is very accomodating!!!"
BenCab Museum,"A refreshing place away from the hustle and bustle of Baguio. Family-friendly, but best enjoyed during weekdays (except Monday when it is closed) for a quieter place."
BenCab Museum,Great art pieces from Bencab and other Filipino artists. A must visit when going to Baguio. Accessible by jeepney and taxi when going through public transport.
BenCab Museum,The gallery is amazing! There is this awe in every piece! They have a scheduled guided tour but we couldn't make it. 3 times a day I think? They also have a garden below and they offer an eco trail for the garden haha.. The entrance fee for the museum is 150.00 if my memory serves me right. I could spend hours here. Haha
BenCab Museum,150 pesos entrance fee. Worth the money as there are a lot of art pieces on display. Plus the breath taking view of their eco trail. Wished we got to inquire about the eco trail (heard it was worth it).
BenCab Museum,This museum is worth the trip when in Baguio not just for art experience but for the great natural views and serene surroundings.
BenCab Museum,"The place is far from the rest of the city but it is definitely worth it. Is cultural, modern and very artistic. I really liked my experience because there's freedom in taking photos like copying the poses in the paintings. The architecture of the museum is also amazing. There's a cafe at the lower ground which quench my thirst."
BenCab Museum,We always enjoy visiting the BenCab Museum whenever we visit Baguio. Not easily accessible but sure worth the side trip!
BenCab Museum,"We went there just this afternoon. The gallery is nice and curated arts were superb. 👌 Also, there are few people coming in so we got a chance to get good photos. The museum is located on the outskirts of Baguio and expect a mild delay on transportation as taxis are limited though there's a jeep terminal somewhere nearby. The museum offers cafeteria inside and a souvenir shop."
BenCab Museum,"Great art collection, very friendly staff. Food is nice. Ambience is good in the outdoor dining area however there were a lot of flies :("
BenCab Museum,This art gallery houses hundreds of contemporary Filipino Art which gives value to the cultural heritage of the Cordillera.
BenCab Museum,-Good place to appreciate the Arts and the tranquility of nature-Nice view of the mountainside-Geo-adventure-Its restaurant offers variety in their menu-Opportunity to take Instagramable photosLovely place!
BenCab Museum,Inspiring place for creatives. The artworks are beautiful especially the ones that tell amazing stories. Even the outdoor view is an amazing work of art. Erotica section is off-limits to minors. The museum is closed Mondays.
BenCab Museum,The place is so so great. They have an entrance fee of 150 per head you can stay there as long as you want. They have garden as well at the outside.
BenCab Museum,Art lovers' haven. You really can not take your eyes off the art pieces displayed here.
BenCab Museum,Mejo may kalayuan to for private driving from baguio city. But if ur after and affriciative to art and their culture dis place is for you. You will start on 3rd floor sa pag baba may cafe sila pwede mag kape at makita top view at fugging. Really a cold breeze.
BenCab Museum,Good place to visit. A bit far from other tourist attractions but the musuem has a lot to offer aside from the artworks.
BenCab Museum,Amazing contemporary artworks! Superb lunch at Cafe Sabel overlooking the scenic garden for relaxation. 👍
BenCab Museum,"A haven for art lovers. It features not only the works of Ben Cab but also that of other popular Filipino artists, too."
BenCab Museum,Lots of art worth looking at… place is set in beautiful setting
BenCab Museum,"Special museum with cool arts, beautiful yard and cozy cafe. Definitely easy to spend whole afternoon here."
